Logging to training_random_logs/4_robots/logs/PPO_set4
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.1         |
|    ep_rew_mean          | -2.26e+05    |
| time/                   |              |
|    fps                  | 1011         |
|    time_elapsed         | 9            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0074765864 |
|    clip_fraction        | 0.069        |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.1        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 4e+09        |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00806     |
|    std                  | 1            |
|    value_loss           | 7.96e+09     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 21.9       |
|    ep_rew_mean          | -1.92e+05  |
| time/                   |            |
|    fps                  | 1013       |
|    time_elapsed         | 19         |
|    total_timesteps      | 20000      |
| train/                  |            |
|    approx_kl            | 0.00763987 |
|    clip_fraction        | 0.0724     |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.1      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0017     |
|    loss                 | 4.08e+09   |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.00989   |
|    std                  | 1.01       |
|    value_loss           | 7.66e+09   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 20.8        |
|    ep_rew_mean          | -1.87e+05   |
| time/                   |             |
|    fps                  | 1015        |
|    time_elapsed         | 29          |
|    total_timesteps      | 30000       |
| train/                  |             |
|    approx_kl            | 0.006096616 |
|    clip_fraction        | 0.046       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.2       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 3.41e+09    |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00628    |
|    std                  | 1.02        |
|    value_loss           | 7.04e+09    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 20.1        |
|    ep_rew_mean          | -1.84e+05   |
| time/                   |             |
|    fps                  | 1015        |
|    time_elapsed         | 39          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.005371346 |
|    clip_fraction        | 0.0342      |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 3.97e+09    |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0052     |
|    std                  | 1.02        |
|    value_loss           | 7.26e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.6         |
|    ep_rew_mean          | -1.86e+05    |
| time/                   |              |
|    fps                  | 928          |
|    time_elapsed         | 53           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0053142356 |
|    clip_fraction        | 0.0252       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.4        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 3.54e+09     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00381     |
|    std                  | 1.03         |
|    value_loss           | 6.69e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.7         |
|    ep_rew_mean          | -1.66e+05    |
| time/                   |              |
|    fps                  | 940          |
|    time_elapsed         | 63           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0038910098 |
|    clip_fraction        | 0.0124       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.5        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 3.2e+09      |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00236     |
|    std                  | 1.04         |
|    value_loss           | 7.02e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.9        |
|    ep_rew_mean          | -1.63e+05   |
| time/                   |             |
|    fps                  | 949         |
|    time_elapsed         | 73          |
|    total_timesteps      | 70000       |
| train/                  |             |
|    approx_kl            | 0.005326919 |
|    clip_fraction        | 0.024       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.5       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 3.64e+09    |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00434    |
|    std                  | 1.05        |
|    value_loss           | 7.02e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.7         |
|    ep_rew_mean          | -1.83e+05    |
| time/                   |              |
|    fps                  | 955          |
|    time_elapsed         | 83           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0053346534 |
|    clip_fraction        | 0.0296       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.6        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 3.18e+09     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00411     |
|    std                  | 1.05         |
|    value_loss           | 6.64e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.4         |
|    ep_rew_mean          | -1.8e+05     |
| time/                   |              |
|    fps                  | 960          |
|    time_elapsed         | 93           |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0049457857 |
|    clip_fraction        | 0.0212       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.7        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 3.15e+09     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00337     |
|    std                  | 1.06         |
|    value_loss           | 6.98e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 19.9        |
|    ep_rew_mean          | -1.71e+05   |
| time/                   |             |
|    fps                  | 922         |
|    time_elapsed         | 108         |
|    total_timesteps      | 100000      |
| train/                  |             |
|    approx_kl            | 0.004730369 |
|    clip_fraction        | 0.0161      |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.8       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 3.21e+09    |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00235    |
|    std                  | 1.07        |
|    value_loss           | 6.65e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.3         |
|    ep_rew_mean          | -1.7e+05     |
| time/                   |              |
|    fps                  | 927          |
|    time_elapsed         | 118          |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0050316956 |
|    clip_fraction        | 0.0227       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.9        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 3.77e+09     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00344     |
|    std                  | 1.08         |
|    value_loss           | 6.7e+09      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 17.3       |
|    ep_rew_mean          | -1.6e+05   |
| time/                   |            |
|    fps                  | 932        |
|    time_elapsed         | 128        |
|    total_timesteps      | 120000     |
| train/                  |            |
|    approx_kl            | 0.00458531 |
|    clip_fraction        | 0.0146     |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0          |
|    learning_rate        | 0.0017     |
|    loss                 | 3.19e+09   |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.00288   |
|    std                  | 1.09       |
|    value_loss           | 6.53e+09   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.9         |
|    ep_rew_mean          | -1.49e+05    |
| time/                   |              |
|    fps                  | 936          |
|    time_elapsed         | 138          |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0042598397 |
|    clip_fraction        | 0.0126       |
|    clip_range           | 0.2          |
|    entropy_loss         | -18.1        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 3.85e+09     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00256     |
|    std                  | 1.09         |
|    value_loss           | 7.37e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.3         |
