Logging to training_default_logs/4_robots/logs/PPO_set4
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.7         |
|    ep_rew_mean          | -2.3e+05     |
| time/                   |              |
|    fps                  | 842          |
|    time_elapsed         | 11           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0026528188 |
|    clip_fraction        | 0.000977     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | -4.77e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 5.15e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00392     |
|    std                  | 1            |
|    value_loss           | 1.02e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24           |
|    ep_rew_mean          | -2.03e+05    |
| time/                   |              |
|    fps                  | 847          |
|    time_elapsed         | 23           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0038954061 |
|    clip_fraction        | 0.00422      |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 5.35e+09     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00589     |
|    std                  | 1            |
|    value_loss           | 9.93e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.9         |
|    ep_rew_mean          | -2.08e+05    |
| time/                   |              |
|    fps                  | 849          |
|    time_elapsed         | 35           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0026613337 |
|    clip_fraction        | 0.00126      |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.53e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00374     |
|    std                  | 0.999        |
|    value_loss           | 9.04e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.7         |
|    ep_rew_mean          | -2.13e+05    |
| time/                   |              |
|    fps                  | 850          |
|    time_elapsed         | 47           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0022573916 |
|    clip_fraction        | 0.000574     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.39e+09     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00299     |
|    std                  | 0.999        |
|    value_loss           | 8.9e+09      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.6         |
|    ep_rew_mean          | -2.19e+05    |
| time/                   |              |
|    fps                  | 782          |
|    time_elapsed         | 63           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0013874485 |
|    clip_fraction        | 7.32e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.96e+09     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.999        |
|    value_loss           | 8.44e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.9         |
|    ep_rew_mean          | -1.69e+05    |
| time/                   |              |
|    fps                  | 793          |
|    time_elapsed         | 75           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0013322497 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.18e+09     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.002       |
|    std                  | 0.999        |
|    value_loss           | 9e+09        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 22.9          |
|    ep_rew_mean          | -1.96e+05     |
| time/                   |               |
|    fps                  | 800           |
|    time_elapsed         | 87            |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00075636664 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 4.97e+09      |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.0011       |
|    std                  | 0.999         |
|    value_loss           | 9.05e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.9         |
|    ep_rew_mean          | -1.92e+05    |
| time/                   |              |
|    fps                  | 806          |
|    time_elapsed         | 99           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0006515904 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.57e+09     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00104     |
|    std                  | 0.999        |
|    value_loss           | 8.65e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.9         |
|    ep_rew_mean          | -1.9e+05     |
| time/                   |              |
|    fps                  | 810          |
|    time_elapsed         | 111          |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0007846491 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.63e+09     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00115     |
|    std                  | 0.999        |
|    value_loss           | 8.9e+09      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 19.1          |
|    ep_rew_mean          | -1.69e+05     |
| time/                   |               |
|    fps                  | 781           |
|    time_elapsed         | 127           |
|    total_timesteps      | 100000        |
| train/                  |               |
|    approx_kl            | 0.00054334465 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 4.41e+09      |
|    n_updates            | 120           |
|    policy_gradient_loss | -0.000874     |
|    std                  | 0.999         |
|    value_loss           | 8.88e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.9         |
|    ep_rew_mean          | -1.58e+05    |
| time/                   |              |
|    fps                  | 787          |
