Logging to training_random_logs/2_robots/logs/PPO_set9
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 364         |
|    ep_rew_mean          | -7.08e+05   |
| time/                   |             |
|    fps                  | 978         |
|    time_elapsed         | 10          |
|    total_timesteps      | 10000       |
| train/                  |             |
|    approx_kl            | 0.005707396 |
|    clip_fraction        | 0.0331      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.57       |
|    explained_variance   | -1.67e-06   |
|    learning_rate        | 0.0017      |
|    loss                 | 4.02e+08    |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.00532    |
|    std                  | 1.02        |
|    value_loss           | 9.85e+08    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 363         |
|    ep_rew_mean          | -6.7e+05    |
| time/                   |             |
|    fps                  | 986         |
|    time_elapsed         | 20          |
|    total_timesteps      | 20000       |
| train/                  |             |
|    approx_kl            | 0.005755356 |
|    clip_fraction        | 0.0346      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.68       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 2.83e+08    |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.00648    |
|    std                  | 1.04        |
|    value_loss           | 7.94e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 362          |
|    ep_rew_mean          | -6.58e+05    |
| time/                   |              |
|    fps                  | 991          |
|    time_elapsed         | 30           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0033315672 |
|    clip_fraction        | 0.021        |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.76        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 4.87e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00366     |
|    std                  | 1.05         |
|    value_loss           | 8.28e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 339         |
|    ep_rew_mean          | -5.89e+05   |
| time/                   |             |
|    fps                  | 993         |
|    time_elapsed         | 40          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.005485614 |
|    clip_fraction        | 0.0311      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.85       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 5e+08       |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00528    |
|    std                  | 1.06        |
|    value_loss           | 7.2e+08     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 305          |
|    ep_rew_mean          | -5e+05       |
| time/                   |              |
|    fps                  | 898          |
|    time_elapsed         | 55           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0070203925 |
|    clip_fraction        | 0.054        |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.06        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 2.71e+08     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00703     |
|    std                  | 1.1          |
|    value_loss           | 6.5e+08      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 274         |
|    ep_rew_mean          | -4.22e+05   |
| time/                   |             |
|    fps                  | 913         |
|    time_elapsed         | 65          |
|    total_timesteps      | 60000       |
| train/                  |             |
|    approx_kl            | 0.005493534 |
|    clip_fraction        | 0.034       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.17       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 4.77e+08    |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0037     |
|    std                  | 1.12        |
|    value_loss           | 6.52e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 269          |
|    ep_rew_mean          | -3.95e+05    |
| time/                   |              |
|    fps                  | 924          |
|    time_elapsed         | 75           |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0069650947 |
|    clip_fraction        | 0.0515       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.27        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 2.63e+08     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00621     |
|    std                  | 1.14         |
|    value_loss           | 5.87e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 277         |
|    ep_rew_mean          | -3.86e+05   |
| time/                   |             |
|    fps                  | 933         |
|    time_elapsed         | 85          |
|    total_timesteps      | 80000       |
| train/                  |             |
|    approx_kl            | 0.007842803 |
|    clip_fraction        | 0.0588      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.39       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.98e+08    |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00602    |
|    std                  | 1.17        |
|    value_loss           | 5.61e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 297          |
|    ep_rew_mean          | -3.87e+05    |
| time/                   |              |
|    fps                  | 940          |
|    time_elapsed         | 95           |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0077403486 |
|    clip_fraction        | 0.0489       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.53        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.76e+08     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00412     |
|    std                  | 1.2          |
|    value_loss           | 4.78e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 307         |
|    ep_rew_mean          | -3.69e+05   |
| time/                   |             |
|    fps                  | 901         |
|    time_elapsed         | 110         |
|    total_timesteps      | 100000      |
| train/                  |             |
|    approx_kl            | 0.009136899 |
|    clip_fraction        | 0.06        |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.82       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 1.9e+08     |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00389    |
|    std                  | 1.26        |
|    value_loss           | 3.9e+08     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 291          |
|    ep_rew_mean          | -3.45e+05    |
| time/                   |              |
|    fps                  | 909          |
|    time_elapsed         | 120          |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0073002283 |
