Logging to training_random_logs/2_robots/logs/PPO_set1
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 132          |
|    ep_rew_mean          | -3.71e+05    |
| time/                   |              |
|    fps                  | 1657         |
|    time_elapsed         | 6            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0055566267 |
|    clip_fraction        | 0.0351       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.56        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.47e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00835     |
|    std                  | 1.01         |
|    value_loss           | 1.73e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 150          |
|    ep_rew_mean          | -3.8e+05     |
| time/                   |              |
|    fps                  | 1671         |
|    time_elapsed         | 11           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0069872034 |
|    clip_fraction        | 0.0568       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.64        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.75e+08     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00698     |
|    std                  | 1.03         |
|    value_loss           | 1.45e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 145          |
|    ep_rew_mean          | -3.59e+05    |
| time/                   |              |
|    fps                  | 1676         |
|    time_elapsed         | 17           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0050903885 |
|    clip_fraction        | 0.026        |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.72        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 5.25e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00409     |
|    std                  | 1.04         |
|    value_loss           | 1.28e+09     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 141        |
|    ep_rew_mean          | -3.16e+05  |
| time/                   |            |
|    fps                  | 1678       |
|    time_elapsed         | 23         |
