Logging to training_default_logs/4_robots/logs/PPO_set2
Using cpu device
Training started on Tue Jan 27 23:33:32 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 2, 'verbose': 1, 'steps': 1000000, 'num_robots': 4, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.6         |
|    ep_rew_mean          | -3.05e+05    |
| time/                   |              |
|    fps                  | 837          |
|    time_elapsed         | 11           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0017185102 |
|    clip_fraction        | 0.000293     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 2.86e-06     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.37e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00277     |
|    std                  | 1            |
|    value_loss           | 6.61e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 50.8          |
|    ep_rew_mean          | -2.87e+05     |
| time/                   |               |
|    fps                  | 854           |
|    time_elapsed         | 23            |
|    total_timesteps      | 20000         |
| train/                  |               |
|    approx_kl            | 0.00053058454 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.33e+09      |
|    n_updates            | 20            |
|    policy_gradient_loss | -0.00115      |
|    std                  | 1             |
|    value_loss           | 6.9e+09       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.7         |
|    ep_rew_mean          | -2.74e+05    |
| time/                   |              |
|    fps                  | 861          |
|    time_elapsed         | 34           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0012553723 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.29e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00209     |
|    std                  | 1            |
|    value_loss           | 6.34e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51           |
|    ep_rew_mean          | -2.77e+05    |
| time/                   |              |
|    fps                  | 864          |
|    time_elapsed         | 46           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0011863412 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.05e+09     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00196     |
|    std                  | 1            |
|    value_loss           | 6.22e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49           |
|    ep_rew_mean          | -2.74e+05    |
| time/                   |              |
|    fps                  | 798          |
|    time_elapsed         | 62           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0005203928 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.79e+09     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.0011      |
|    std                  | 1            |
|    value_loss           | 6.02e+09     |
