Logging to training_default_logs/3_robots/logs/PPO_set1
Using cpu device
Training started on Tue Jan 27 16:19:22 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 1, 'verbose': 1, 'steps': 1000000, 'num_robots': 3, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 59.1         |
|    ep_rew_mean          | -2.94e+05    |
| time/                   |              |
|    fps                  | 1671         |
|    time_elapsed         | 5            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0016154045 |
|    clip_fraction        | 0.000208     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 2.21e-06     |
|    learning_rate        | 0.0003       |
|    loss                 | 2.43e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00308     |
|    std                  | 1            |
|    value_loss           | 5.18e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 68.2         |
|    ep_rew_mean          | -3.14e+05    |
| time/                   |              |
|    fps                  | 1693         |
|    time_elapsed         | 11           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0007996887 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0003       |
|    loss                 | 2.19e+09     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00185     |
|    std                  | 1            |
|    value_loss           | 4.85e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 70.8          |
|    ep_rew_mean          | -3.24e+05     |
| time/                   |               |
|    fps                  | 1700          |
|    time_elapsed         | 17            |
|    total_timesteps      | 30000         |
| train/                  |               |
|    approx_kl            | 0.00025427426 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -12.8         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 2.01e+09      |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.000944     |
|    std                  | 0.999         |
|    value_loss           | 4.56e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 65.3          |
|    ep_rew_mean          | -2.96e+05     |
| time/                   |               |
|    fps                  | 1703          |
|    time_elapsed         | 23            |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 0.00045185734 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -12.8         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 2.21e+09      |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.00126      |
|    std                  | 1             |
|    value_loss           | 4.71e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 64.1         |
|    ep_rew_mean          | -2.88e+05    |
| time/                   |              |
|    fps                  | 1558         |
|    time_elapsed         | 32           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0002690884 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.33e+09     |
|    n_updates            | 60           |
