Logging to training_random_logs/3_robots/logs/PPO_set8
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 57.7         |
|    ep_rew_mean          | -2.78e+05    |
| time/                   |              |
|    fps                  | 1212         |
|    time_elapsed         | 8            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0043576644 |
|    clip_fraction        | 0.023        |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.81e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00527     |
|    std                  | 1.01         |
|    value_loss           | 4.07e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 60.4         |
|    ep_rew_mean          | -2.66e+05    |
| time/                   |              |
|    fps                  | 1219         |
|    time_elapsed         | 16           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0044984403 |
|    clip_fraction        | 0.0181       |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.9        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.71e+09     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00451     |
|    std                  | 1.02         |
|    value_loss           | 3.52e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.5         |
|    ep_rew_mean          | -2.35e+05    |
| time/                   |              |
|    fps                  | 1226         |
|    time_elapsed         | 24           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0040548705 |
|    clip_fraction        | 0.0143       |
|    clip_range           | 0.2          |
|    entropy_loss         | -13          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.62e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00367     |
|    std                  | 1.03         |
|    value_loss           | 3.35e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59          |
|    ep_rew_mean          | -2.5e+05    |
| time/                   |             |
|    fps                  | 1229        |
|    time_elapsed         | 32          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.003997692 |
|    clip_fraction        | 0.0177      |
|    clip_range           | 0.2         |
|    entropy_loss         | -13         |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.52e+09    |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00362    |
|    std                  | 1.03        |
|    value_loss           | 3.28e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.5         |
|    ep_rew_mean          | -2.04e+05    |
| time/                   |              |
|    fps                  | 1117         |
|    time_elapsed         | 44           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0032268916 |
|    clip_fraction        | 0.00807      |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.2        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.39e+09     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00263     |
|    std                  | 1.05         |
|    value_loss           | 3.01e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.2         |
|    ep_rew_mean          | -2.2e+05     |
| time/                   |              |
|    fps                  | 1136         |
|    time_elapsed         | 52           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0033255576 |
|    clip_fraction        | 0.0087       |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.52e+09     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00276     |
|    std                  | 1.06         |
|    value_loss           | 3.19e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45          |
|    ep_rew_mean          | -2.06e+05   |
| time/                   |             |
|    fps                  | 1149        |
|    time_elapsed         | 60          |
|    total_timesteps      | 70000       |
| train/                  |             |
|    approx_kl            | 0.005465576 |
|    clip_fraction        | 0.0276      |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 1.63e+09    |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00458    |
|    std                  | 1.07        |
|    value_loss           | 3.11e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42           |
|    ep_rew_mean          | -1.95e+05    |
| time/                   |              |
|    fps                  | 1159         |
|    time_elapsed         | 69           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0050526634 |
|    clip_fraction        | 0.0209       |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.4        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.65e+09     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00393     |
|    std                  | 1.08         |
|    value_loss           | 3.15e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.6        |
|    ep_rew_mean          | -2.24e+05   |
| time/                   |             |
|    fps                  | 1166        |
|    time_elapsed         | 77          |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.004033734 |
|    clip_fraction        | 0.014       |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.5       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.6e+09     |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0027     |
|    std                  | 1.09        |
|    value_loss           | 3.31e+09    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.7        |
|    ep_rew_mean          | -1.9e+05    |
| time/                   |             |
|    fps                  | 1119        |
|    time_elapsed         | 89          |
|    total_timesteps      | 100000      |
| train/                  |             |
|    approx_kl            | 0.004472547 |
|    clip_fraction        | 0.0162      |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.7       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.34e+09    |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00335    |
|    std                  | 1.11        |
|    value_loss           | 2.8e+09     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 40.3         |
|    ep_rew_mean          | -1.86e+05    |
| time/                   |              |
|    fps                  | 1130         |
|    time_elapsed         | 97           |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0041096606 |
|    clip_fraction        | 0.0118       |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.7        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.48e+09     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00392     |
|    std                  | 1.12         |
|    value_loss           | 3.11e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42.8         |
|    ep_rew_mean          | -1.85e+05    |
| time/                   |              |
|    fps                  | 1140         |
|    time_elapsed         | 105          |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0051464746 |
|    clip_fraction        | 0.0236       |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.16e+09     |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00397     |
|    std                  | 1.13         |
|    value_loss           | 2.84e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42.4         |
|    ep_rew_mean          | -1.86e+05    |
| time/                   |              |
|    fps                  | 1148         |
|    time_elapsed         | 113          |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0047606924 |
|    clip_fraction        | 0.017        |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.9        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.95e+09     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.0033      |
|    std                  | 1.14         |
|    value_loss           | 2.92e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.5        |
|    ep_rew_mean          | -2.09e+05   |
| time/                   |             |
|    fps                  | 1120        |
|    time_elapsed         | 124         |
|    total_timesteps      | 140000      |
| train/                  |             |
|    approx_kl            | 0.003553343 |
|    clip_fraction        | 0.0103      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.1       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.44e+09    |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00276    |
|    std                  | 1.16        |
|    value_loss           | 2.82e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.4         |
|    ep_rew_mean          | -1.65e+05    |
| time/                   |              |
|    fps                  | 1126         |
|    time_elapsed         | 133          |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0040128194 |
|    clip_fraction        | 0.0137       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.1        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.26e+09     |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00277     |
