Logging to training_default_logs/2_robots/logs/PPO_set2
Using cpu device
Training started on Tue Jan 27 16:12:35 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 2, 'verbose': 1, 'steps': 1000000, 'num_robots': 2, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 241           |
|    ep_rew_mean          | -5.52e+05     |
| time/                   |               |
|    fps                  | 1419          |
|    time_elapsed         | 7             |
|    total_timesteps      | 10000         |
| train/                  |               |
|    approx_kl            | 0.00075726904 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.52         |
|    explained_variance   | 4.17e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 8.37e+08      |
|    n_updates            | 10            |
|    policy_gradient_loss | -0.00127      |
|    std                  | 1             |
|    value_loss           | 1.84e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 236          |
|    ep_rew_mean          | -5.42e+05    |
| time/                   |              |
|    fps                  | 1461         |
|    time_elapsed         | 13           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0014959993 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.52        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 8.1e+08      |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.002       |
|    std                  | 1            |
|    value_loss           | 1.82e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 228          |
|    ep_rew_mean          | -5.21e+05    |
| time/                   |              |
|    fps                  | 1472         |
|    time_elapsed         | 20           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0016027095 |
|    clip_fraction        | 6.1e-05      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.52        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 9.1e+08      |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00165     |
|    std                  | 1            |
|    value_loss           | 1.76e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 211          |
|    ep_rew_mean          | -4.79e+05    |
| time/                   |              |
|    fps                  | 1468         |
|    time_elapsed         | 27           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0015918652 |
|    clip_fraction        | 9.77e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 7.91e+08     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00206     |
|    std                  | 1            |
|    value_loss           | 1.93e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 222          |
|    ep_rew_mean          | -5.04e+05    |
| time/                   |              |
|    fps                  | 1329         |
|    time_elapsed         | 37           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0013173958 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 8.46e+08     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.0016      |
|    std                  | 1            |
|    value_loss           | 1.72e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 186          |
|    ep_rew_mean          | -4.32e+05    |
| time/                   |              |
|    fps                  | 1357         |
|    time_elapsed         | 44           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0008567616 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 9.21e+08     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00107     |
|    std                  | 0.999        |
|    value_loss           | 1.76e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 181           |
|    ep_rew_mean          | -4.04e+05     |
| time/                   |               |
|    fps                  | 1371          |
|    time_elapsed         | 51            |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00027673313 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 8.96e+08      |
