Logging to training_default_logs/2_robots/logs/PPO_set9
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 321          |
|    ep_rew_mean          | -6.43e+05    |
| time/                   |              |
|    fps                  | 1754         |
|    time_elapsed         | 5            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0020372698 |
|    clip_fraction        | 0.000439     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -1.55e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 6.16e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00179     |
|    std                  | 1            |
|    value_loss           | 1.41e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 330          |
|    ep_rew_mean          | -6.7e+05     |
| time/                   |              |
|    fps                  | 1769         |
|    time_elapsed         | 11           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0015517613 |
|    clip_fraction        | 8.54e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.52        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 6.42e+08     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00168     |
|    std                  | 1            |
|    value_loss           | 1.44e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 337          |
|    ep_rew_mean          | -6.74e+05    |
| time/                   |              |
|    fps                  | 1775         |
|    time_elapsed         | 16           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0020386814 |
|    clip_fraction        | 0.000415     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 6.15e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00173     |
|    std                  | 1            |
|    value_loss           | 1.37e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 341          |
|    ep_rew_mean          | -6.68e+05    |
| time/                   |              |
|    fps                  | 1778         |
|    time_elapsed         | 22           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0024465842 |
|    clip_fraction        | 0.000977     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 6.93e+08     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00237     |
|    std                  | 0.999        |
|    value_loss           | 1.49e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 352           |
