Logging to training_random_logs/3_robots/logs/TQC_set9
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 32.8      |
|    ep_rew_mean     | -1.35e+05 |
| time/              |           |
|    episodes        | 264       |
|    fps             | 153       |
|    time_elapsed    | 65        |
|    total_timesteps | 10000     |
| train/             |           |
|    actor_loss      | 4.78e+04  |
|    critic_loss     | 5.14e+03  |
|    ent_coef        | 66.4      |
|    ent_coef_loss   | -2.68     |
|    learning_rate   | 0.0064    |
|    n_updates       | 2474      |
----------------------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 50.2      |
|    ep_rew_mean     | -1.21e+05 |
| time/              |           |
|    episodes        | 511       |
|    fps             | 150       |
|    time_elapsed    | 133       |
|    total_timesteps | 20000     |
| train/             |           |
|    actor_loss      | 4.7e+04   |
|    critic_loss     | 4.95e+03  |
|    ent_coef        | 43.5      |
|    ent_coef_loss   | 3.15      |
|    learning_rate   | 0.0064    |
|    n_updates       | 4974      |
----------------------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 72.4      |
|    ep_rew_mean     | -1.42e+05 |
| time/              |           |
|    episodes        | 663       |
|    fps             | 147       |
|    time_elapsed    | 203       |
|    total_timesteps | 30000     |
| train/             |           |
|    actor_loss      | 3.88e+04  |
|    critic_loss     | 3.96e+03  |
|    ent_coef        | 42.7      |
|    ent_coef_loss   | 0.465     |
|    learning_rate   | 0.0064    |
|    n_updates       | 7474      |
----------------------------------
