Logging to training_default_logs/3_robots/logs/PPO_set7
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.7         |
|    ep_rew_mean          | -2.24e+05    |
| time/                   |              |
|    fps                  | 1428         |
|    time_elapsed         | 6            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0019488239 |
|    clip_fraction        | 0.000293     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | -7.15e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.7e+09      |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00295     |
|    std                  | 1            |
|    value_loss           | 7.59e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.1         |
|    ep_rew_mean          | -1.87e+05    |
| time/                   |              |
|    fps                  | 1429         |
|    time_elapsed         | 13           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0010520351 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.66e+09     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00158     |
|    std                  | 1            |
|    value_loss           | 7.4e+09      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.6         |
|    ep_rew_mean          | -2e+05       |
| time/                   |              |
|    fps                  | 1428         |
|    time_elapsed         | 20           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0008052263 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.33e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00123     |
|    std                  | 1            |
|    value_loss           | 6.9e+09      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.4         |
|    ep_rew_mean          | -1.91e+05    |
| time/                   |              |
|    fps                  | 1421         |
|    time_elapsed         | 28           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0005789937 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.45e+09     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.000889    |
|    std                  | 0.999        |
|    value_loss           | 6.93e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 21.1          |
|    ep_rew_mean          | -1.71e+05     |
| time/                   |               |
|    fps                  | 1298          |
|    time_elapsed         | 38            |
|    total_timesteps      | 50000         |
| train/                  |               |
|    approx_kl            | 0.00042857789 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -12.8         |
|    explained_variance   | 5.96e-08      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.37e+09      |
|    n_updates            | 60            |
|    policy_gradient_loss | -0.000732     |
|    std                  | 0.999         |
|    value_loss           | 6.9e+09       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 23.6          |
|    ep_rew_mean          | -1.78e+05     |
| time/                   |               |
|    fps                  | 1317          |
|    time_elapsed         | 45            |
|    total_timesteps      | 60000         |
| train/                  |               |
|    approx_kl            | 0.00031191052 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -12.8         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 3.2e+09       |
|    n_updates            | 70            |
|    policy_gradient_loss | -0.000719     |
|    std                  | 0.999         |
|    value_loss           | 6.94e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 23.6          |
|    ep_rew_mean          | -1.75e+05     |
| time/                   |               |
|    fps                  | 1335          |
|    time_elapsed         | 52            |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00033136582 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -12.8         |
|    explained_variance   | 5.96e-08      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.19e+09      |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.000639     |
|    std                  | 0.999         |
