Logging to training_default_logs/2_robots/logs/PPO_set10
Using cpu device
Training started on Tue Jan 27 16:12:21 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 10, 'verbose': 1, 'steps': 1000000, 'num_robots': 2, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 356          |
|    ep_rew_mean          | -7.18e+05    |
| time/                   |              |
|    fps                  | 1764         |
|    time_elapsed         | 5            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0018669631 |
|    clip_fraction        | 0.000537     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -6.56e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 7.57e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00244     |
|    std                  | 1            |
|    value_loss           | 1.5e+09      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 381          |
|    ep_rew_mean          | -7.36e+05    |
| time/                   |              |
|    fps                  | 1787         |
|    time_elapsed         | 11           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0023956192 |
|    clip_fraction        | 0.00144      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.52        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 6.46e+08     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00253     |
|    std                  | 1            |
|    value_loss           | 1.33e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 395          |
|    ep_rew_mean          | -7.38e+05    |
| time/                   |              |
|    fps                  | 1795         |
|    time_elapsed         | 16           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0014336443 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 5.53e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00183     |
|    std                  | 1            |
|    value_loss           | 1.11e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 411         |
|    ep_rew_mean          | -7.6e+05    |
| time/                   |             |
|    fps                  | 1799        |
|    time_elapsed         | 22          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.003732272 |
|    clip_fraction        | 0.00448     |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.51       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 4.52e+08    |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00358    |
|    std                  | 1           |
|    value_loss           | 1.12e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 442          |
|    ep_rew_mean          | -7.86e+05    |
| time/                   |              |
|    fps                  | 1626         |
|    time_elapsed         | 30           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0018291943 |
|    clip_fraction        | 0.000256     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.5         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 5.36e+08     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00197     |
|    std                  | 0.998        |
|    value_loss           | 1.04e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 455         |
|    ep_rew_mean          | -7.92e+05   |
| time/                   |             |
|    fps                  | 1654        |
|    time_elapsed         | 36          |
|    total_timesteps      | 60000       |
| train/                  |             |
|    approx_kl            | 0.002114901 |
|    clip_fraction        | 0.000647    |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.5        |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 4.13e+08    |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00198    |
|    std                  | 0.998       |
|    value_loss           | 1.07e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 426          |
|    ep_rew_mean          | -7.28e+05    |
| time/                   |              |
|    fps                  | 1674         |
|    time_elapsed         | 41           |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0020234443 |
|    clip_fraction        | 0.000537     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.5         |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 5.25e+08     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.0021      |
|    std                  | 0.998        |
|    value_loss           | 1.06e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 387          |
|    ep_rew_mean          | -6.36e+05    |
| time/                   |              |
|    fps                  | 1690         |
|    time_elapsed         | 47           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0044510844 |
|    clip_fraction        | 0.00907      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.5         |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 5.16e+08     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00381     |
|    std                  | 0.997        |
|    value_loss           | 1.09e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 407          |
|    ep_rew_mean          | -6.52e+05    |
| time/                   |              |
|    fps                  | 1703         |
|    time_elapsed         | 52           |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0023583476 |
|    clip_fraction        | 0.000854     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.49        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.12e+08     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00234     |
|    std                  | 0.997        |
|    value_loss           | 8.77e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 395          |
|    ep_rew_mean          | -6.19e+05    |
| time/                   |              |
|    fps                  | 1629         |
|    time_elapsed         | 61           |
|    total_timesteps      | 100000       |
| train/                  |              |
|    approx_kl            | 0.0033399137 |
|    clip_fraction        | 0.00244      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.72e+08     |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00233     |
|    std                  | 0.995        |
|    value_loss           | 9.3e+08      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 437          |
|    ep_rew_mean          | -6.63e+05    |
| time/                   |              |
|    fps                  | 1644         |
|    time_elapsed         | 66           |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0034936566 |
|    clip_fraction        | 0.00354      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.01e+08     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00268     |
|    std                  | 0.994        |
|    value_loss           | 7.35e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 448          |
|    ep_rew_mean          | -6.54e+05    |
| time/                   |              |
|    fps                  | 1656         |
|    time_elapsed         | 72           |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0030812328 |
|    clip_fraction        | 0.00331      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.47        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 5.39e+08     |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00294     |
|    std                  | 0.993        |
|    value_loss           | 8.4e+08      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 452          |
|    ep_rew_mean          | -6.49e+05    |
| time/                   |              |
|    fps                  | 1667         |
|    time_elapsed         | 77           |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0033452983 |
|    clip_fraction        | 0.00314      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.47        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 4.49e+08     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00244     |
|    std                  | 0.991        |
|    value_loss           | 9.12e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | -6.21e+05   |
| time/                   |             |
|    fps                  | 1619        |
|    time_elapsed         | 86          |
|    total_timesteps      | 140000      |
| train/                  |             |
|    approx_kl            | 0.003420658 |
|    clip_fraction        | 0.00488     |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.45       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 3.65e+08    |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00273    |
|    std                  | 0.988       |
|    value_loss           | 6.68e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 408          |
|    ep_rew_mean          | -5.64e+05    |
| time/                   |              |
|    fps                  | 1630         |
|    time_elapsed         | 91           |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0018049227 |
|    clip_fraction        | 0.000134     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.44        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.96e+08     |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00144     |
|    std                  | 0.988        |
|    value_loss           | 7.86e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 393          |
|    ep_rew_mean          | -5.37e+05    |
| time/                   |              |
|    fps                  | 1640         |
|    time_elapsed         | 97           |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0027150377 |
|    clip_fraction        | 0.00198      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.44        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.55e+08     |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.988        |
|    value_loss           | 8.4e+08      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 377          |
|    ep_rew_mean          | -5e+05       |
| time/                   |              |
|    fps                  | 1649         |
|    time_elapsed         | 103          |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0026658673 |
|    clip_fraction        | 0.00173      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.44        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.34e+08     |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00188     |
|    std                  | 0.987        |
|    value_loss           | 7.2e+08      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 329         |
|    ep_rew_mean          | -4.44e+05   |
| time/                   |             |
|    fps                  | 1656        |
|    time_elapsed         | 108         |
|    total_timesteps      | 180000      |
| train/                  |             |
|    approx_kl            | 0.004732782 |
|    clip_fraction        | 0.0143      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.43       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 4.83e+08    |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00358    |
|    std                  | 0.986       |
|    value_loss           | 7.27e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 340          |
|    ep_rew_mean          | -4.49e+05    |
| time/                   |              |
|    fps                  | 1621         |
|    time_elapsed         | 117          |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0016350418 |
|    clip_fraction        | 9.77e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.42        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
