Logging to training_default_logs/2_robots/logs/PPO_set6
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 225           |
|    ep_rew_mean          | -5.53e+05     |
| time/                   |               |
|    fps                  | 1089          |
|    time_elapsed         | 9             |
|    total_timesteps      | 10000         |
| train/                  |               |
|    approx_kl            | 0.00051303813 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | 1.01e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.07e+09      |
|    n_updates            | 10            |
|    policy_gradient_loss | -0.00158      |
|    std                  | 1             |
|    value_loss           | 1.97e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 232           |
|    ep_rew_mean          | -5.69e+05     |
| time/                   |               |
|    fps                  | 1095          |
|    time_elapsed         | 18            |
|    total_timesteps      | 20000         |
| train/                  |               |
|    approx_kl            | 0.00048999477 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.11e+09      |
|    n_updates            | 20            |
|    policy_gradient_loss | -0.00144      |
|    std                  | 1             |
|    value_loss           | 2.08e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 210          |
|    ep_rew_mean          | -5.15e+05    |
| time/                   |              |
|    fps                  | 1070         |
|    time_elapsed         | 28           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0008144189 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 8.45e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00162     |
|    std                  | 1            |
|    value_loss           | 1.82e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 178           |
|    ep_rew_mean          | -4.33e+05     |
| time/                   |               |
|    fps                  | 1065          |
|    time_elapsed         | 37            |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 0.00042103598 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.14e+09      |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.00105      |
|    std                  | 0.999         |
|    value_loss           | 1.98e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 191          |
|    ep_rew_mean          | -4.43e+05    |
| time/                   |              |
|    fps                  | 978          |
|    time_elapsed         | 51           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0012381228 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 8.71e+08     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00177     |
|    std                  | 0.998        |
|    value_loss           | 1.82e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 192          |
|    ep_rew_mean          | -4.22e+05    |
| time/                   |              |
