Logging to training_default_logs/4_robots/logs/PPO_set9
Using cpu device
Training started on Tue Jan 27 23:33:29 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 9, 'verbose': 1, 'steps': 1000000, 'num_robots': 4, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 92.5         |
|    ep_rew_mean          | -3.88e+05    |
| time/                   |              |
|    fps                  | 967          |
|    time_elapsed         | 10           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0020488491 |
|    clip_fraction        | 0.000439     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 3.87e-06     |
|    learning_rate        | 0.0003       |
|    loss                 | 2.43e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00281     |
|    std                  | 1            |
|    value_loss           | 4.67e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 92.9         |
|    ep_rew_mean          | -4.09e+05    |
| time/                   |              |
|    fps                  | 967          |
|    time_elapsed         | 20           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0013725169 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.51e+09     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00208     |
|    std                  | 1            |
|    value_loss           | 4.87e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 79.8         |
|    ep_rew_mean          | -3.35e+05    |
| time/                   |              |
|    fps                  | 967          |
|    time_elapsed         | 31           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0007572862 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 2.52e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00133     |
|    std                  | 1            |
|    value_loss           | 4.83e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 80.7          |
|    ep_rew_mean          | -3.49e+05     |
| time/                   |               |
|    fps                  | 967           |
|    time_elapsed         | 41            |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 0.00046669607 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 2.45e+09      |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.00102      |
|    std                  | 1             |
|    value_loss           | 4.68e+09      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.8        |
|    ep_rew_mean          | -3.84e+05   |
| time/                   |             |
|    fps                  | 890         |
|    time_elapsed         | 56          |
|    total_timesteps      | 50000       |
| train/                  |             |
|    approx_kl            | 0.000763451 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -17         |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.82e+09    |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00147    |
|    std                  | 1           |
|    value_loss           | 4.62e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 100          |
|    ep_rew_mean          | -4.13e+05    |
| time/                   |              |
|    fps                  | 902          |
|    time_elapsed         | 66           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0012104743 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.24e+09     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00209     |
|    std                  | 1            |
|    value_loss           | 4.59e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 91.5          |
|    ep_rew_mean          | -3.8e+05      |
| time/                   |               |
|    fps                  | 911           |
|    time_elapsed         | 76            |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00047257327 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 1.79e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 2.53e+09      |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.000949     |
|    std                  | 1             |
|    value_loss           | 4.44e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 77.3         |
|    ep_rew_mean          | -3.26e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 87           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0014695269 |
|    clip_fraction        | 3.66e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.34e+09     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00206     |
|    std                  | 1            |
|    value_loss           | 4.58e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 85            |
|    ep_rew_mean          | -3.55e+05     |
| time/                   |               |
|    fps                  | 923           |
|    time_elapsed         | 97            |
|    total_timesteps      | 90000         |
| train/                  |               |
|    approx_kl            | 0.00079522317 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 2.45e+09      |
|    n_updates            | 100           |
|    policy_gradient_loss | -0.00142      |
|    std                  | 0.999         |
|    value_loss           | 4.71e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 84.2         |
|    ep_rew_mean          | -3.54e+05    |
| time/                   |              |
|    fps                  | 890          |
|    time_elapsed         | 112          |
|    total_timesteps      | 100000       |
| train/                  |              |
|    approx_kl            | 0.0010276737 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.98e+09     |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.0017      |
|    std                  | 0.999        |
|    value_loss           | 4.49e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 88.2         |
|    ep_rew_mean          | -3.65e+05    |
| time/                   |              |
|    fps                  | 897          |
|    time_elapsed         | 122          |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0013532466 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.79e+09     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00194     |
|    std                  | 1            |
|    value_loss           | 4.47e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 77            |
|    ep_rew_mean          | -3.23e+05     |
| time/                   |               |
|    fps                  | 902           |
|    time_elapsed         | 132           |
|    total_timesteps      | 120000        |
| train/                  |               |
|    approx_kl            | 0.00064267765 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 2.56e+09      |
|    n_updates            | 140           |
|    policy_gradient_loss | -0.00108      |
|    std                  | 1             |
|    value_loss           | 4.63e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 79.2         |
|    ep_rew_mean          | -3.31e+05    |
| time/                   |              |
|    fps                  | 907          |
|    time_elapsed         | 143          |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0011311239 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.97e+09     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00184     |
|    std                  | 0.999        |
|    value_loss           | 4.23e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 76.6          |
|    ep_rew_mean          | -3.24e+05     |
| time/                   |               |
|    fps                  | 885           |
|    time_elapsed         | 158           |
|    total_timesteps      | 140000        |
| train/                  |               |
|    approx_kl            | 0.00044193247 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -17           |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 2.27e+09      |
|    n_updates            | 170           |
|    policy_gradient_loss | -0.000965     |
|    std                  | 0.999         |
|    value_loss           | 4.5e+09       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 77           |
|    ep_rew_mean          | -3.28e+05    |
| time/                   |              |
|    fps                  | 890          |
|    time_elapsed         | 168          |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0006382064 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.12e+09     |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.0011      |
|    std                  | 0.999        |
|    value_loss           | 4.55e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 82.5         |
|    ep_rew_mean          | -3.36e+05    |
| time/                   |              |
|    fps                  | 895          |
|    time_elapsed         | 178          |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0012225192 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.52e+09     |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00184     |
|    std                  | 0.999        |
|    value_loss           | 4.55e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 85.5         |
|    ep_rew_mean          | -3.36e+05    |
| time/                   |              |
|    fps                  | 899          |
|    time_elapsed         | 189          |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0009360707 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
