Logging to training_random_logs/2_robots/logs/PPO_set4
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | -4.16e+05    |
| time/                   |              |
|    fps                  | 1205         |
|    time_elapsed         | 8            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0041545318 |
|    clip_fraction        | 0.0234       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.55        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.2e+09      |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00351     |
|    std                  | 1.01         |
|    value_loss           | 2.72e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.8        |
|    ep_rew_mean          | -3.67e+05   |
| time/                   |             |
|    fps                  | 1214        |
|    time_elapsed         | 16          |
|    total_timesteps      | 20000       |
| train/                  |             |
|    approx_kl            | 0.003312088 |
|    clip_fraction        | 0.0123      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.6        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.4e+09     |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0033     |
|    std                  | 1.02        |
|    value_loss           | 2.75e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 97.5         |
|    ep_rew_mean          | -3.26e+05    |
| time/                   |              |
|    fps                  | 1216         |
|    time_elapsed         | 24           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0057771606 |
|    clip_fraction        | 0.0428       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.66        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.32e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00497     |
|    std                  | 1.03         |
|    value_loss           | 2.23e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 102         |
|    ep_rew_mean          | -3.4e+05    |
| time/                   |             |
|    fps                  | 1217        |
|    time_elapsed         | 32          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.005199915 |
|    clip_fraction        | 0.0288      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.71       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 1e+09       |
|    n_updates            | 40          |
