Logging to training_default_logs/5_robots/logs/PPO_set6
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27           |
|    ep_rew_mean          | -2.08e+05    |
| time/                   |              |
|    fps                  | 738          |
|    time_elapsed         | 13           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0030021393 |
|    clip_fraction        | 0.00236      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -2.38e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 4.35e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00586     |
|    std                  | 1            |
|    value_loss           | 8.75e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.7         |
|    ep_rew_mean          | -2.4e+05     |
| time/                   |              |
|    fps                  | 739          |
|    time_elapsed         | 27           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0011906177 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 4.2e+09      |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00257     |
|    std                  | 1            |
|    value_loss           | 8.27e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.1         |
|    ep_rew_mean          | -2.11e+05    |
| time/                   |              |
|    fps                  | 740          |
|    time_elapsed         | 40           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0011841888 |
|    clip_fraction        | 3.66e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.26e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00271     |
|    std                  | 1            |
|    value_loss           | 8.64e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.6          |
|    ep_rew_mean          | -1.97e+05     |
| time/                   |               |
|    fps                  | 741           |
|    time_elapsed         | 53            |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 0.00065388315 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 4.02e+09      |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.00165      |
|    std                  | 1             |
|    value_loss           | 8.05e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.8         |
|    ep_rew_mean          | -2.13e+05    |
| time/                   |              |
|    fps                  | 684          |
|    time_elapsed         | 73           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0009210553 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.8e+09      |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.999        |
|    value_loss           | 7.72e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 29.1          |
|    ep_rew_mean          | -2.15e+05     |
| time/                   |               |
|    fps                  | 693           |
|    time_elapsed         | 86            |
|    total_timesteps      | 60000         |
| train/                  |               |
|    approx_kl            | 0.00074426614 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 3.83e+09      |
|    n_updates            | 70            |
|    policy_gradient_loss | -0.00184      |
|    std                  | 0.999         |
|    value_loss           | 8.16e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 30.1          |
|    ep_rew_mean          | -2.08e+05     |
| time/                   |               |
|    fps                  | 699           |
|    time_elapsed         | 100           |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00058407953 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 3.87e+09      |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.00147      |
|    std                  | 0.999         |
|    value_loss           | 7.89e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 29.6          |
|    ep_rew_mean          | -2.16e+05     |
| time/                   |               |
|    fps                  | 704           |
|    time_elapsed         | 113           |
|    total_timesteps      | 80000         |
| train/                  |               |
|    approx_kl            | 0.00043164915 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.88e+09      |
|    n_updates            | 90            |
|    policy_gradient_loss | -0.0012       |
|    std                  | 0.999         |
|    value_loss           | 7.86e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 28.3          |
|    ep_rew_mean          | -2.11e+05     |
| time/                   |               |
|    fps                  | 708           |
|    time_elapsed         | 127           |
|    total_timesteps      | 90000         |
| train/                  |               |
|    approx_kl            | 0.00046478494 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 4.57e+09      |
|    n_updates            | 100           |
|    policy_gradient_loss | -0.00142      |
|    std                  | 0.999         |
|    value_loss           | 8.65e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 24.4          |
|    ep_rew_mean          | -1.87e+05     |
| time/                   |               |
|    fps                  | 684           |
|    time_elapsed         | 146           |
|    total_timesteps      | 100000        |
| train/                  |               |
|    approx_kl            | 0.00041914784 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 1.79e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 4.28e+09      |
|    n_updates            | 120           |
|    policy_gradient_loss | -0.00121      |
|    std                  | 0.999         |
|    value_loss           | 8.19e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 24.9          |
|    ep_rew_mean          | -1.87e+05     |
| time/                   |               |
|    fps                  | 689           |
|    time_elapsed         | 159           |
|    total_timesteps      | 110000        |
| train/                  |               |
