Logging to training_random_logs/2_robots/logs/PPO_set8
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | -4.01e+05    |
| time/                   |              |
|    fps                  | 540          |
|    time_elapsed         | 18           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0046546236 |
|    clip_fraction        | 0.0233       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.55        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.96e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.0056      |
|    std                  | 1.01         |
|    value_loss           | 1.82e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 141         |
|    ep_rew_mean          | -4.01e+05   |
| time/                   |             |
|    fps                  | 602         |
|    time_elapsed         | 33          |
|    total_timesteps      | 20000       |
| train/                  |             |
|    approx_kl            | 0.005084331 |
|    clip_fraction        | 0.0263      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.6        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.11e+09    |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.00498    |
|    std                  | 1.02        |
|    value_loss           | 1.83e+09    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 131         |
|    ep_rew_mean          | -3.39e+05   |
| time/                   |             |
|    fps                  | 627         |
|    time_elapsed         | 47          |
|    total_timesteps      | 30000       |
| train/                  |             |
|    approx_kl            | 0.003843026 |
|    clip_fraction        | 0.0127      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.67       |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0017      |
|    loss                 | 9.2e+08     |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.004      |
|    std                  | 1.03        |
|    value_loss           | 1.55e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | -3.2e+05     |
| time/                   |              |
|    fps                  | 603          |
|    time_elapsed         | 66           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0047589913 |
|    clip_fraction        | 0.0243       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.74        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 5.12e+08     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00326     |
|    std                  | 1.04         |
|    value_loss           | 1.43e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -2.87e+05   |
| time/                   |             |
|    fps                  | 527         |
|    time_elapsed         | 94          |
|    total_timesteps      | 50000       |
| train/                  |             |
|    approx_kl            | 0.003823175 |
|    clip_fraction        | 0.0255      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.89       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 6.37e+08    |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00395    |
|    std                  | 1.07        |
|    value_loss           | 1.39e+09    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
