Logging to training_random_logs/4_robots/logs/PPO_set9
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 96.1         |
|    ep_rew_mean          | -4.07e+05    |
| time/                   |              |
|    fps                  | 908          |
|    time_elapsed         | 11           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0063540987 |
|    clip_fraction        | 0.0449       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.1        |
|    explained_variance   | 3.76e-06     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.78e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00698     |
|    std                  | 1.01         |
|    value_loss           | 3.3e+09      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | -4.28e+05   |
| time/                   |             |
|    fps                  | 867         |
|    time_elapsed         | 23          |
|    total_timesteps      | 20000       |
| train/                  |             |
|    approx_kl            | 0.004647495 |
|    clip_fraction        | 0.0185      |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.2       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 1.67e+09    |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0048     |
|    std                  | 1.02        |
|    value_loss           | 3.47e+09    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 81.3        |
|    ep_rew_mean          | -3.35e+05   |
| time/                   |             |
|    fps                  | 859         |
|    time_elapsed         | 34          |
|    total_timesteps      | 30000       |
| train/                  |             |
|    approx_kl            | 0.003944361 |
|    clip_fraction        | 0.0141      |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.3       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.47e+09    |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00315    |
|    std                  | 1.03        |
|    value_loss           | 3.08e+09    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 94.2        |
|    ep_rew_mean          | -3.81e+05   |
| time/                   |             |
|    fps                  | 848         |
|    time_elapsed         | 47          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.004896818 |
|    clip_fraction        | 0.0205      |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.4       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 1.56e+09    |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00468    |
|    std                  | 1.04        |
|    value_loss           | 3.23e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 89.3         |
|    ep_rew_mean          | -3.55e+05    |
| time/                   |              |
|    fps                  | 802          |
|    time_elapsed         | 62           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0051066303 |
|    clip_fraction        | 0.024        |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.6        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.66e+09     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00475     |
|    std                  | 1.05         |
|    value_loss           | 2.95e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 84.1         |
|    ep_rew_mean          | -3.24e+05    |
| time/                   |              |
|    fps                  | 837          |
|    time_elapsed         | 71           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0056633083 |
|    clip_fraction        | 0.0336       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.7        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.37e+09     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00558     |
|    std                  | 1.06         |
|    value_loss           | 2.91e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 83.3         |
|    ep_rew_mean          | -3.29e+05    |
| time/                   |              |
|    fps                  | 864          |
|    time_elapsed         | 80           |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0043307776 |
|    clip_fraction        | 0.0165       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.58e+09     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00353     |
|    std                  | 1.07         |
|    value_loss           | 2.79e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 77.2         |
|    ep_rew_mean          | -3.05e+05    |
| time/                   |              |
|    fps                  | 886          |
|    time_elapsed         | 90           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0057397615 |
|    clip_fraction        | 0.0348       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.9        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.58e+09     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00529     |
|    std                  | 1.08         |
|    value_loss           | 2.81e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 73.5        |
|    ep_rew_mean          | -2.87e+05   |
| time/                   |             |
|    fps                  | 905         |
|    time_elapsed         | 99          |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.004916488 |
|    clip_fraction        | 0.0215      |
|    clip_range           | 0.2         |
|    entropy_loss         | -18         |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.45e+09    |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00367    |
|    std                  | 1.09        |
|    value_loss           | 3.02e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 67.7         |
|    ep_rew_mean          | -2.68e+05    |
| time/                   |              |
|    fps                  | 885          |
|    time_elapsed         | 112          |
|    total_timesteps      | 100000       |
| train/                  |              |
|    approx_kl            | 0.0064130034 |
|    clip_fraction        | 0.0407       |
|    clip_range           | 0.2          |
|    entropy_loss         | -18.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.26e+09     |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00631     |
|    std                  | 1.12         |
|    value_loss           | 2.69e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 70.3         |
|    ep_rew_mean          | -2.69e+05    |
| time/                   |              |
|    fps                  | 899          |
|    time_elapsed         | 122          |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0053303763 |
|    clip_fraction        | 0.0285       |
|    clip_range           | 0.2          |
|    entropy_loss         | -18.4        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.03e+09     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00502     |
|    std                  | 1.13         |
|    value_loss           | 2.66e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 74.5         |
|    ep_rew_mean          | -2.83e+05    |
| time/                   |              |
|    fps                  | 911          |
|    time_elapsed         | 131          |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0055964603 |
|    clip_fraction        | 0.0275       |
|    clip_range           | 0.2          |
|    entropy_loss         | -18.5        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.51e+09     |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00496     |
|    std                  | 1.14         |
|    value_loss           | 2.67e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 73.5         |
|    ep_rew_mean          | -2.69e+05    |
| time/                   |              |
|    fps                  | 923          |
|    time_elapsed         | 140          |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0056436416 |
|    clip_fraction        | 0.0301       |
|    clip_range           | 0.2          |
|    entropy_loss         | -18.6        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.19e+09     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00592     |
|    std                  | 1.15         |
|    value_loss           | 2.58e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 76.2        |
|    ep_rew_mean          | -2.77e+05   |
| time/                   |             |
|    fps                  | 907         |
|    time_elapsed         | 154         |
|    total_timesteps      | 140000      |
| train/                  |             |
|    approx_kl            | 0.004488108 |
|    clip_fraction        | 0.017       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.9       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 1.29e+09    |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00363    |
|    std                  | 1.18        |
|    value_loss           | 2.55e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 65.3         |
|    ep_rew_mean          | -2.49e+05    |
| time/                   |              |
|    fps                  | 916          |
|    time_elapsed         | 163          |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0048961877 |
|    clip_fraction        | 0.0182       |
|    clip_range           | 0.2          |
|    entropy_loss         | -19          |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.31e+09     |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00432     |
|    std                  | 1.19         |
|    value_loss           | 2.51e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 65.6        |
|    ep_rew_mean          | -2.51e+05   |
| time/                   |             |
|    fps                  | 924         |
|    time_elapsed         | 172         |
|    total_timesteps      | 160000      |
| train/                  |             |
|    approx_kl            | 0.005670056 |
|    clip_fraction        | 0.0332      |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.2       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 1.35e+09    |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.005      |
|    std                  | 1.2         |
|    value_loss           | 2.51e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 74.4         |
|    ep_rew_mean          | -2.72e+05    |
| time/                   |              |
|    fps                  | 932          |
|    time_elapsed         | 182          |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0058058817 |
|    clip_fraction        | 0.0303       |
|    clip_range           | 0.2          |
|    entropy_loss         | -19.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.3e+09      |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00499     |
|    std                  | 1.21         |
|    value_loss           | 2.46e+09     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 72.8       |
|    ep_rew_mean          | -2.66e+05  |
| time/                   |            |
|    fps                  | 939        |
|    time_elapsed         | 191        |
|    total_timesteps      | 180000     |
| train/                  |            |
|    approx_kl            | 0.00507253 |
|    clip_fraction        | 0.028      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.4      |
|    explained_variance   | 1.19e-07   |
|    learning_rate        | 0.0017     |
|    loss                 | 1.32e+09   |
