Logging to training_default_logs/5_robots/logs/PPO_set10
Using cpu device
Training started on Tue Jan 27 16:21:12 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 10, 'verbose': 1, 'steps': 1000000, 'num_robots': 5, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 95.6         |
|    ep_rew_mean          | -1.4e+06     |
| time/                   |              |
|    fps                  | 865          |
|    time_elapsed         | 11           |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 9.761484e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -1.31e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.12e+10     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.000458    |
|    std                  | 1            |
|    value_loss           | 4.6e+10      |
------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 117            |
|    ep_rew_mean          | -1.69e+06      |
| time/                   |                |
|    fps                  | 879            |
|    time_elapsed         | 22             |
|    total_timesteps      | 20000          |
| train/                  |                |
|    approx_kl            | 0.000111115936 |
|    clip_fraction        | 0              |
|    clip_range           | 0.2            |
|    entropy_loss         | -21.3          |
|    explained_variance   | -1.19e-07      |
|    learning_rate        | 0.0003         |
|    loss                 | 2.33e+10       |
|    n_updates            | 20             |
|    policy_gradient_loss | -0.000516      |
|    std                  | 1              |
|    value_loss           | 4.69e+10       |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 104           |
|    ep_rew_mean          | -1.53e+06     |
| time/                   |               |
|    fps                  | 885           |
|    time_elapsed         | 33            |
|    total_timesteps      | 30000         |
| train/                  |               |
|    approx_kl            | 9.1376794e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 2.4e+10       |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.000499     |
|    std                  | 1             |
|    value_loss           | 4.76e+10      |
