Logging to training_default_logs/3_robots/logs/PPO_set10
Using cpu device
Training started on Tue Jan 27 16:19:21 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 10, 'verbose': 1, 'steps': 1000000, 'num_robots': 3, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 132          |
|    ep_rew_mean          | -4.53e+05    |
| time/                   |              |
|    fps                  | 1501         |
|    time_elapsed         | 6            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0018698636 |
|    clip_fraction        | 0.000757     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.65e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00352     |
|    std                  | 1            |
|    value_loss           | 3.36e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 152           |
|    ep_rew_mean          | -5.06e+05     |
| time/                   |               |
|    fps                  | 1498          |
|    time_elapsed         | 13            |
|    total_timesteps      | 20000         |
| train/                  |               |
|    approx_kl            | 0.00038185593 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -12.8         |
|    explained_variance   | -2.38e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.34e+09      |
|    n_updates            | 20            |
|    policy_gradient_loss | -0.00152      |
|    std                  | 1             |
|    value_loss           | 3.07e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 180          |
|    ep_rew_mean          | -5.88e+05    |
| time/                   |              |
|    fps                  | 1497         |
|    time_elapsed         | 20           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0010953648 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.39e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00241     |
|    std                  | 0.999        |
|    value_loss           | 2.97e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 173           |
|    ep_rew_mean          | -5.36e+05     |
| time/                   |               |
|    fps                  | 1496          |
|    time_elapsed         | 26            |
|    total_timesteps      | 40000         |
| train/                  |               |
