Logging to training_default_logs/2_robots/logs/PPO_set8
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | -3.77e+05    |
| time/                   |              |
|    fps                  | 1600         |
|    time_elapsed         | 6            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0010312787 |
|    clip_fraction        | 3.66e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.33e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00158     |
|    std                  | 1            |
|    value_loss           | 2.55e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 117           |
|    ep_rew_mean          | -3.51e+05     |
| time/                   |               |
|    fps                  | 1616          |
|    time_elapsed         | 12            |
|    total_timesteps      | 20000         |
| train/                  |               |
|    approx_kl            | 0.00074683677 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.19e+09      |
|    n_updates            | 20            |
|    policy_gradient_loss | -0.00144      |
|    std                  | 0.999         |
|    value_loss           | 2.78e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 145           |
|    ep_rew_mean          | -3.99e+05     |
| time/                   |               |
|    fps                  | 1623          |
|    time_elapsed         | 18            |
|    total_timesteps      | 30000         |
| train/                  |               |
|    approx_kl            | 0.00038519857 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.12e+09      |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.00081      |
|    std                  | 0.999         |
|    value_loss           | 2.34e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 153           |
|    ep_rew_mean          | -4.18e+05     |
| time/                   |               |
|    fps                  | 1625          |
|    time_elapsed         | 24            |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 0.00077443937 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.51         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.01e+09      |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.0013       |
|    std                  | 0.999         |
|    value_loss           | 2.41e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 133           |
|    ep_rew_mean          | -3.72e+05     |
| time/                   |               |
|    fps                  | 1465          |
|    time_elapsed         | 34            |
|    total_timesteps      | 50000         |
| train/                  |               |
|    approx_kl            | 0.00042830288 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.5          |
|    explained_variance   | -2.38e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.12e+09      |
|    n_updates            | 60            |
|    policy_gradient_loss | -0.000854     |
|    std                  | 0.998         |
|    value_loss           | 2.38e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 140           |
|    ep_rew_mean          | -3.87e+05     |
| time/                   |               |
|    fps                  | 1489          |
|    time_elapsed         | 40            |
|    total_timesteps      | 60000         |
| train/                  |               |
|    approx_kl            | 0.00093612645 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.5          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.18e+09      |
|    n_updates            | 70            |
|    policy_gradient_loss | -0.00124      |
|    std                  | 0.997         |
|    value_loss           | 2.41e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 134          |
|    ep_rew_mean          | -3.6e+05     |
| time/                   |              |
|    fps                  | 1509         |
|    time_elapsed         | 46           |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0016476375 |
|    clip_fraction        | 0.000256     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.5         |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 6.73e+08     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00183     |
|    std                  | 0.997        |
|    value_loss           | 2.25e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 126           |
|    ep_rew_mean          | -3.34e+05     |
| time/                   |               |
|    fps                  | 1524          |
|    time_elapsed         | 52            |
|    total_timesteps      | 80000         |
| train/                  |               |
|    approx_kl            | 0.00078713655 |
|    clip_fraction        | 1.22e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.5          |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.38e+09      |
|    n_updates            | 90            |
|    policy_gradient_loss | -0.00124      |
|    std                  | 0.997         |
|    value_loss           | 2.27e+09      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | -3.67e+05   |
| time/                   |             |
|    fps                  | 1540        |
|    time_elapsed         | 58          |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.000808208 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.5        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 1.14e+09    |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00123    |
|    std                  | 0.997       |
|    value_loss           | 2.19e+09    |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 126           |
|    ep_rew_mean          | -3.22e+05     |
| time/                   |               |
|    fps                  | 1479          |
|    time_elapsed         | 67            |
|    total_timesteps      | 100000        |
| train/                  |               |
|    approx_kl            | 0.00013981873 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.49         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 9.71e+08      |
|    n_updates            | 120           |
|    policy_gradient_loss | -0.000597     |
|    std                  | 0.996         |
|    value_loss           | 2.09e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | -3.34e+05    |
| time/                   |              |
|    fps                  | 1499         |
|    time_elapsed         | 73           |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0010691631 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.49        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 9.88e+08     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.0013      |
|    std                  | 0.996        |
|    value_loss           | 1.96e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | -3.43e+05   |
| time/                   |             |
|    fps                  | 1510        |
|    time_elapsed         | 79          |
|    total_timesteps      | 120000      |
| train/                  |             |
|    approx_kl            | 0.002339257 |
|    clip_fraction        | 0.00072     |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.48       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 1.02e+09    |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00223    |
|    std                  | 0.995       |
|    value_loss           | 2.02e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -3.19e+05    |
| time/                   |              |
|    fps                  | 1518         |
|    time_elapsed         | 85           |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0016171245 |
|    clip_fraction        | 0.000146     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.05e+09     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00155     |
|    std                  | 0.995        |
|    value_loss           | 2.13e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | -3.25e+05    |
| time/                   |              |
|    fps                  | 1471         |
|    time_elapsed         | 95           |
|    total_timesteps      | 140000       |
| train/                  |              |
|    approx_kl            | 0.0018269783 |
|    clip_fraction        | 0.000134     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.1e+09      |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00174     |
|    std                  | 0.994        |
|    value_loss           | 2.17e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | -3.16e+05    |
| time/                   |              |
|    fps                  | 1481         |
|    time_elapsed         | 101          |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0014066184 |
|    clip_fraction        | 6.1e-05      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1e+09        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00123     |
|    std                  | 0.994        |
|    value_loss           | 2e+09        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 121          |
|    ep_rew_mean          | -3.1e+05     |
| time/                   |              |
|    fps                  | 1489         |
|    time_elapsed         | 107          |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0011936906 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.21e+09     |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00136     |
|    std                  | 0.994        |
|    value_loss           | 2.18e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -2.94e+05    |
| time/                   |              |
|    fps                  | 1496         |
|    time_elapsed         | 113          |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0012734281 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.48        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 9.78e+08     |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00123     |
|    std                  | 0.994        |
|    value_loss           | 1.85e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 105           |
|    ep_rew_mean          | -2.69e+05     |
| time/                   |               |
|    fps                  | 1503          |
|    time_elapsed         | 119           |
|    total_timesteps      | 180000        |
| train/                  |               |
|    approx_kl            | 0.00081641506 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.48         |
|    explained_variance   | 5.96e-08      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.21e+09      |
|    n_updates            | 210           |
|    policy_gradient_loss | -0.00105      |
|    std                  | 0.993         |
|    value_loss           | 2.19e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 115           |
|    ep_rew_mean          | -2.69e+05     |
| time/                   |               |
|    fps                  | 1469          |
|    time_elapsed         | 129           |
|    total_timesteps      | 190000        |
| train/                  |               |
|    approx_kl            | 0.00023917331 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -8.47         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1e+09         |
|    n_updates            | 230           |
|    policy_gradient_loss | -0.00046      |
|    std                  | 0.992         |
