Logging to training_random_logs/4_robots/logs/PPO_set7
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.8         |
|    ep_rew_mean          | -3.96e+05    |
| time/                   |              |
|    fps                  | 1064         |
|    time_elapsed         | 9            |
|    total_timesteps      | 10000        |
| train/                  |              |
|    approx_kl            | 0.0065374235 |
|    clip_fraction        | 0.0408       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17          |
|    explained_variance   | 1.07e-06     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.48e+10     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.0071      |
|    std                  | 1            |
|    value_loss           | 2.71e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.1         |
|    ep_rew_mean          | -4.85e+05    |
| time/                   |              |
|    fps                  | 1067         |
|    time_elapsed         | 18           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0055622184 |
|    clip_fraction        | 0.022        |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.1        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.37e+10     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00446     |
|    std                  | 1.01         |
|    value_loss           | 2.58e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.4         |
|    ep_rew_mean          | -4.11e+05    |
| time/                   |              |
|    fps                  | 1066         |
|    time_elapsed         | 28           |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0046201684 |
|    clip_fraction        | 0.0115       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.1        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.46e+10     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00276     |
|    std                  | 1.01         |
|    value_loss           | 2.78e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.5        |
|    ep_rew_mean          | -3.78e+05   |
| time/                   |             |
|    fps                  | 1064        |
|    time_elapsed         | 37          |
|    total_timesteps      | 40000       |
| train/                  |             |
|    approx_kl            | 0.003827619 |
|    clip_fraction        | 0.00726     |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.2       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 1.31e+10    |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00228    |
|    std                  | 1.01        |
|    value_loss           | 2.67e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.4         |
|    ep_rew_mean          | -3.32e+05    |
| time/                   |              |
|    fps                  | 969          |
|    time_elapsed         | 51           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0031940741 |
|    clip_fraction        | 0.00359      |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.2        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 1.19e+10     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00154     |
|    std                  | 1.02         |
|    value_loss           | 2.65e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.8         |
|    ep_rew_mean          | -4.38e+05    |
| time/                   |              |
|    fps                  | 980          |
|    time_elapsed         | 61           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0044857953 |
|    clip_fraction        | 0.0123       |
|    clip_range           | 0.2          |
|    entropy_loss         | -17.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 1.33e+10     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00294     |
|    std                  | 1.02         |
|    value_loss           | 2.5e+10      |
------------------------------------------
