Logging to training_random_logs/2_robots/logs/PPO_set6
Using cpu device
Training started on Tue Jan 27 16:14:14 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 6, 'verbose': 1, 'steps': 1000000, 'num_robots': 2, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 241         |
|    ep_rew_mean          | -5.86e+05   |
| time/                   |             |
|    fps                  | 1137        |
|    time_elapsed         | 8           |
|    total_timesteps      | 10000       |
| train/                  |             |
|    approx_kl            | 0.005769733 |
|    clip_fraction        | 0.0267      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.56       |
|    explained_variance   | 7.15e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 7.88e+08    |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.00796    |
|    std                  | 1.01        |
|    value_loss           | 1.37e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 203          |
|    ep_rew_mean          | -4.85e+05    |
| time/                   |              |
|    fps                  | 1145         |
|    time_elapsed         | 17           |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0062782066 |
|    clip_fraction        | 0.0429       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.63        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.44e+08     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00842     |
|    std                  | 1.02         |
|    value_loss           | 1.33e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 156         |
|    ep_rew_mean          | -3.38e+05   |
| time/                   |             |
|    fps                  | 1153        |
|    time_elapsed         | 26          |
|    total_timesteps      | 30000       |
| train/                  |             |
|    approx_kl            | 0.005275483 |
|    clip_fraction        | 0.0307      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.7        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 3.85e+08    |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00568    |
|    std                  | 1.04        |
|    value_loss           | 1.17e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 148          |
|    ep_rew_mean          | -2.99e+05    |
| time/                   |              |
|    fps                  | 1158         |
|    time_elapsed         | 34           |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0043882607 |
|    clip_fraction        | 0.0201       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.77        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 6.3e+08      |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00335     |
|    std                  | 1.05         |
|    value_loss           | 1.09e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -2.89e+05   |
| time/                   |             |
|    fps                  | 1047        |
|    time_elapsed         | 47          |
|    total_timesteps      | 50000       |
| train/                  |             |
|    approx_kl            | 0.005192579 |
|    clip_fraction        | 0.0328      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.96       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 4.72e+08    |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00435    |
|    std                  | 1.09        |
|    value_loss           | 9.56e+08    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 166         |
|    ep_rew_mean          | -3.13e+05   |
| time/                   |             |
|    fps                  | 1065        |
|    time_elapsed         | 56          |
|    total_timesteps      | 60000       |
| train/                  |             |
|    approx_kl            | 0.005281653 |
|    clip_fraction        | 0.0287      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.05       |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0017      |
|    loss                 | 5.39e+08    |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0031     |
|    std                  | 1.1         |
|    value_loss           | 9.74e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 168          |
|    ep_rew_mean          | -3.07e+05    |
| time/                   |              |
|    fps                  | 1080         |
|    time_elapsed         | 64           |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0050636153 |
|    clip_fraction        | 0.0256       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.14        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 4.43e+08     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00412     |
|    std                  | 1.12         |
|    value_loss           | 8.29e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 150          |
|    ep_rew_mean          | -2.72e+05    |
| time/                   |              |
|    fps                  | 1090         |
|    time_elapsed         | 73           |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0055225804 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.24        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 4.48e+08     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.0042      |
|    std                  | 1.14         |
|    value_loss           | 8.54e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 160          |
|    ep_rew_mean          | -2.77e+05    |
| time/                   |              |
|    fps                  | 1099         |
|    time_elapsed         | 81           |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0044983546 |
|    clip_fraction        | 0.023        |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.35        |
|    explained_variance   | 1.79e-07     |
